fecha_extraccion;comuna;tipo_propiedad;titulo;precio;moneda;dormitorios;banos;metros_utiles;caracteristicas_raw;ubicacion;latitud;longitud;direccion_geocoded
2025-11-29 18:09:39;Ñuñoa;casa;Casa Renovada Ñuñoa Cercana Metro Los Orientales;7500;CLF;3 dormitorios;1 baño;64 m² útiles;3 dormitorios | 1 baño | 64 m² útiles;Las Docas, 5100 - 5400, Villa Frei, Ñuñoa;-33.46407796283958;-70.5770862380436;Las Docas, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Simón Bolivar/p. De Valdivia C_423314;12500;CLF;3 dormitorios;2 baños;299 m² útiles;3 dormitorios | 2 baños | 299 m² útiles;Metro Ñuñoa, Ñuñoa;-33.4543164;-70.5936358;Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;¡inversión Segura En Ñuñoa !!!;15000;CLF;4 dormitorios;2 baños;241 m² útiles;4 dormitorios | 2 baños | 241 m² útiles;Jorge Washington, 1 - 300, Plaza Ñuñoa, Ñuñoa;-33.4538783;-70.5936295996927;Jorge Washington, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa 11 Dorm.5 Baños En Ñuñoa.casareposo,estudiantil,hostal.;589000000;CLP;11 dormitorios;5 baños;294 m² útiles;11 dormitorios | 5 baños | 294 m² útiles;Metro Chile España - Plaza Ñuñoa, Parque Juan XXIII, Ñuñoa;-33.4567721;-70.5967679;Chile España - Plaza Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta Metro Orientales De 4 Dorm. En Ñuñoa, 2 Baños;16950;CLF;4 dormitorios;2 baños;151 m² útiles;4 dormitorios | 2 baños | 151 m² útiles;AV. AMÉRICO VESPUCIO / METRO LOS ORIENTALES, Diagonal Oriente, Ñuñoa;-33.4621693;-70.5739442;AV. AMÉRICO VESPUCIO / LOS ORIENTALES, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;15450;CLF;5 dormitorios;3 baños;160 m² útiles;5 dormitorios | 3 baños | 160 m² útiles;GRECIA / MACUL, Estadio Nacional, Ñuñoa;-33.4695344;-70.5765034;GRECIA / MACUL, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Colegio San Ignacio / Amapolas ;26000;CLF;7 dormitorios;6 baños;196 m² útiles;7 dormitorios | 6 baños | 196 m² útiles;Amapolas / Colegio San Ignacio / Bilbao, Amapolas, Ñuñoa;-33.440441;-70.57952622087429;Amapolas / Colegio San Ignacio / Bilbao, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta Lado Manuel Montt -antonio Varas;11500;CLF;5 dormitorios;3 baños;138 m² útiles;5 dormitorios | 3 baños | 138 m² útiles;Leopoldo Urrutia 1860, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa;-33.45227315492958;-70.6121307140845;Leopoldo Urrutia 1860, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Amplia Casa Con Oportunidad De Inversión;5500;CLF;5 dormitorios;1 baño;110 m² útiles;5 dormitorios | 1 baño | 110 m² útiles;Lo Encalada, 1 - 300, Metro Irarrázaval, Ñuñoa;-33.458496499999995;-70.62407077489434;Lo Encalada, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Remodelada Casa En Venta - Ñuñoa;125000000;CLP;2 dormitorios;1 baño;80 m² útiles;2 dormitorios | 1 baño | 80 m² útiles;Via Ocho, 1391, Estadio Nacional, Ñuñoa;-33.46726845667047;-70.620150752506;Via Ocho, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Tu Hogar Perfecto En Ñuñoa;11900;CLF;5 dormitorios;4 baños;308 m² útiles;5 dormitorios | 4 baños | 308 m² útiles;Simon Bolivar, 1919, Metro Monseñor Eyzaguirre, Ñuñoa;-33.44815078505085;-70.58168628732375;Simon Bolivar, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Dos Casas En Un Terreno De 452 M2 En Ñuñoa;13800;CLF;4 dormitorios;3 baños;180 m² útiles;4 dormitorios | 3 baños | 180 m² útiles;EMILIA TELLEZ 4169, 1 - 300, Parque Botánico, Ñuñoa;-33.44053015;-70.58513147090757;EMILIA TELLEZ 4169, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Ñuñoa Prime: 745 M², Retorno Seguro, Suelo Escaso;16000;CLF;6 dormitorios;2 baños;740 m² útiles;6 dormitorios | 2 baños | 740 m² útiles;Brown Sur, 1 - 300, Plaza Ñuñoa, Ñuñoa;-33.457353174801135;-70.59215993152776;Brown Sur, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Ortuzar/colegio Calasanz C_423478;10500;CLF;3 dormitorios;2 baños;119 m² útiles;3 dormitorios | 2 baños | 119 m² útiles;Parque Botánico, Ñuñoa;-33.445463849999996;-70.58641610962994;Parque Botánico, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Simon Bolivar/a. Varas C_423248;7700;CLF;5 dormitorios;4 baños;161 m² útiles;5 dormitorios | 4 baños | 161 m² útiles;Metro Monseñor Eyzaguirre, Ñuñoa;-33.4531944;-70.613519;Monseñor Eyzaguirre, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta Con Giro Comercial;7095;CLF;3 dormitorios;2 baños;160 m² útiles;3 dormitorios | 2 baños | 160 m² útiles;Duble Almeyda, 5400 - 5700, Plaza Ñuñoa, Ñuñoa;-33.4573013;-70.59158422141533;Duble Almeyda, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa;10500;CLF;4 dormitorios;2 baños;127 m² útiles;4 dormitorios | 2 baños | 127 m² útiles;Licenciado De Las Peñas, Plaza Egaña, Ñuñoa;-33.4530423715336;-70.57733783759976;Licenciado De Las Peñas, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Ñuñoa Y Providencia;12990;CLF;4 dormitorios;4 baños;163 m² útiles;4 dormitorios | 4 baños | 163 m² útiles;Av. Hernando De Aguirre, Parque Botánico, Ñuñoa;-33.44329974660543;-70.583658604346;Av. Hernando De Aguirre, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Totalmente Remodelada/ Metro Ñuñoa, 3d / 2b Lindo Jardín;11550;CLF;3 dormitorios;2 baños;141 m² útiles;3 dormitorios | 2 baños | 141 m² útiles;Pedro De Valdivia, Estadio Nacional, Ñuñoa;-33.465776500000004;-70.60749102715357;Pedro De Valdivia, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa Con Amplio Terreno En Venta Para Diversos Usos En Ñuñoa;14350;CLF;7 dormitorios;5 baños;224 m² útiles;7 dormitorios | 5 baños | 224 m² útiles;Los Avellanos / Pedro De Valdivia, Estadio Nacional, Ñuñoa;-33.47339029250795;-70.60816055284873;Los Avellanos / Pedro De Valdivia, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta De 4 Dorm + Oficina. Remodelada En Ñuñoa;13600;CLF;4 dormitorios;3 baños;240 m² útiles;4 dormitorios | 3 baños | 240 m² útiles;General Pedro Pablo Dartnell, Estadio Nacional, Ñuñoa;-33.46072075;-70.6159357;General Pedro Pablo Dartnell, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta En Emilia Tellez;16565;CLF;5 dormitorios;4 baños;190 m² útiles;5 dormitorios | 4 baños | 190 m² útiles;Emilia Tellez, Parque Botánico, Ñuñoa;-33.441973546670006;-70.57451838165436;Emilia Tellez, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Venta Casa Gran Terreno Ñuñoa Metro Villa Freire;23200;CLF;4 dormitorios;2 baños;231 m² útiles;4 dormitorios | 2 baños | 231 m² útiles;DIAGONAL ORIENTE CON IRARRAZAVAL, Ñuñoa;-33.45332406166273;-70.61994024293611;DIAGONAL ORIENTE CON IRARRAZAVAL, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa Remodelada 3 Dorm.en José Domingo Cañas. Ñuñoa;10100;CLF;3 dormitorios;2 baños;129 m² útiles;3 dormitorios | 2 baños | 129 m² útiles;José Domingo Cañas, Metro Irarrázaval, Ñuñoa;-33.45632345;-70.61723597939795;José Domingo Cañas, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Venta Casa Ñuñoa 4 Dorm 2 Baños;7690;CLF;4 dormitorios;2 baños;120 m² útiles;4 dormitorios | 2 baños | 120 m² útiles;Pje. Lo Pl. 942, Ñuñoa, Región Metropolitana, Chile, Villa Frei, Ñuñoa;-33.460340349438205;-70.62350007752809;Pje. Lo Pl. 942, Ñuñoa, Santiago, Chile
2025-11-29 18:09:39;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;15000;CLF;4 dormitorios;3 baños;250 m² útiles;4 dormitorios | 3 baños | 250 m² útiles;Angel Cruchaga, Montenegro, Parque Juan XXIII, Ñuñoa;-33.45104395;-70.5863740360684;Angel Cruchaga, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta De 5 Dormitorios En Ñuñoa;17500;CLF;5 dormitorios;4 baños;210 m² útiles;5 dormitorios | 4 baños | 210 m² útiles;Manuel Covarrubias, Brown Norte, Plaza Ñuñoa, Ñuñoa;-33.45038248038885;-70.59077482505789;Manuel Covarrubias, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Venta Casa Familiar Ñuñoa 176 M, 7d Y 3 Estac.;159000000;CLP;7 dormitorios;2 baños;120 m² útiles;7 dormitorios | 2 baños | 120 m² útiles;Rodrigo De Araya, Juan Gómez Millas, Ñuñoa;-33.4737735;-70.6128746360606;Rodrigo De Araya, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Av. Simon Bolivar/colegio Calasanz;10500;CLF;4 dormitorios;3 baños;119 m² útiles;4 dormitorios | 3 baños | 119 m² útiles;Av. Simón Bolívar 4416, Ñuñoa, Parque Botánico, Ñuñoa;-33.44817305;-70.58456637644449;Av. Simón Bolívar 4416, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa 3d Y Un Baño Frente A Universidad De Chile;177000000;CLP;2 dormitorios;1 baño;48 m² útiles;2 dormitorios | 1 baño | 48 m² útiles;Premio Nobel 1574, Ñuñoa, Chile, Juan Gómez Millas, Ñuñoa;-33.46960702307692;-70.59338626923078;Premio Nobel 1574, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Venta Casa Estilo Chilena En Ñuñoa Con Piscina Y Quincho;12650;CLF;5 dormitorios;4 baños;218 m² útiles;5 dormitorios | 4 baños | 218 m² útiles;Metro Villa Frei, Villa Frei, Ñuñoa;-33.4546697;-70.5814833;Villa Frei, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta 4 Dorm Ñuñoa Rodrigo De Araya/ Jp Alessandri;189000000;CLP;4 dormitorios;2 baños;110 m² útiles;4 dormitorios | 2 baños | 110 m² útiles;Rodrigo De Araya, Juan Gómez Millas, Ñuñoa;-33.4737735;-70.6128746360606;Rodrigo De Araya, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Formidable Casa Esquina En J. D. Cañas En Ñuñoa;15600;CLF;4 dormitorios;4 baños;240 m² útiles;4 dormitorios | 4 baños | 240 m² útiles;Ñuñoa;-33.4543164;-70.5936358;Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Venta Casa Sólida Y Segura Casa En Simón Bolívar;10500;CLF;3 dormitorios;2 baños;119 m² útiles;3 dormitorios | 2 baños | 119 m² útiles;Parque Botánico, Ñuñoa;-33.445463849999996;-70.58641610962994;Parque Botánico, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Con Excelente Conectividad Ñuñoa;6500;CLF;3 dormitorios;2 baños;74 m² útiles;3 dormitorios | 2 baños | 74 m² útiles;Ñuñoa;-33.4543164;-70.5936358;Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Metro Simón Bolívar - Colegio La Salle;8200;CLF;5 dormitorios;3 baños;134 m² útiles;5 dormitorios | 3 baños | 134 m² útiles;Parque Botánico, Ñuñoa;-33.445463849999996;-70.58641610962994;Parque Botánico, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Venta Casa Nuñoa , Sector Residencial.;8000;CLF;5 dormitorios;3 baños;120 m² útiles;5 dormitorios | 3 baños | 120 m² útiles;Villa Frei, Ñuñoa;-33.4546697;-70.5814833;Villa Frei, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Los Tres Antonios Id: 65250;9300;CLF;3 dormitorios;2 baños;130 m² útiles;3 dormitorios | 2 baños | 130 m² útiles;Los Tres Antonios, Estadio Nacional, Ñuñoa;-33.4713834508019;-70.60443406304117;Los Tres Antonios, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Para Proyecto De Remodelación En Ñuñoa;9500;CLF;3 dormitorios;2 baños;150 m² útiles;3 dormitorios | 2 baños | 150 m² útiles;Estadio Nacional, Ñuñoa;-33.464382099999995;-70.61061809176775;Estadio Nacional, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Alcalde Eduardo Castillo Velasco Id: 98875;14000;CLF;5 dormitorios;4 baños;200 m² útiles;5 dormitorios | 4 baños | 200 m² útiles;Alcalde Eduardo Castillo Velasco, Ñuñoa;-33.45914161661513;-70.5969709363368;Alcalde Eduardo Castillo Velasco, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Amplia Y Con Gran Patio En Barrio Suarez Mujica;12500;CLF;7 dormitorios;4 baños;170 m² útiles;7 dormitorios | 4 baños | 170 m² útiles;Estadio Nacional, Ñuñoa;-33.464382099999995;-70.61061809176775;Estadio Nacional, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Maravillosa Casa De 3 Pisos Ortuzar Ñuñoa;14500;CLF;3 dormitorios;2 baños;200 m² útiles;3 dormitorios | 2 baños | 200 m² útiles;Parque Botánico, Ñuñoa;-33.445463849999996;-70.58641610962994;Parque Botánico, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Suárez Mujica Id: 109164;20000;CLF;4 dormitorios;2 baños;264 m² útiles;4 dormitorios | 2 baños | 264 m² útiles;Suárez Mujica, Estadio Nacional, Ñuñoa;-33.4574105;-70.6141823;Suárez Mujica, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Crescente Errázuriz Id: 125688;16000;CLF;5 dormitorios;4 baños;380 m² útiles;5 dormitorios | 4 baños | 380 m² útiles;Crescente Errázuriz, Estadio Nacional, Ñuñoa;-33.4588818;-70.60568765;Crescente Errázuriz, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa; Casa En Ñuñoa Para Remodelar  Amplia Y Luminosa ;13500;CLF;6 dormitorios;4 baños;229 m² útiles;6 dormitorios | 4 baños | 229 m² útiles;Emilia Tellez, 1 - 300, Parque Botánico, Ñuñoa;-33.441973546670006;-70.57451838165436;Emilia Tellez, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Amplia Y Cómoda, Sector Residencial;23000;CLF;4 dormitorios;4 baños;195 m² útiles;4 dormitorios | 4 baños | 195 m² útiles;Parque Botánico, Ñuñoa;-33.445463849999996;-70.58641610962994;Parque Botánico, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa | Ñuñoa | Uso Comercial Y Residencial;14500;CLF;4 dormitorios;3 baños;250 m² útiles;4 dormitorios | 3 baños | 250 m² útiles;Estadio Nacional, Ñuñoa;-33.464382099999995;-70.61061809176775;Estadio Nacional, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Bajó De Precio ! Casa  En Ñuñoa;12900;CLF;4 dormitorios;2 baños;130 m² útiles;4 dormitorios | 2 baños | 130 m² útiles;Diego De Almagro, Ñuñoa;-33.437405014150755;-70.58081502848258;Diego De Almagro, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta: Amplia, Excelente Para Remodelar;13800;CLF;6 dormitorios;4 baños;230 m² útiles;6 dormitorios | 4 baños | 230 m² útiles;Parque Botánico, Ñuñoa;-33.445463849999996;-70.58641610962994;Parque Botánico, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Panamá Id: 133609;8700;CLF;4 dormitorios;4 baños;198 m² útiles;4 dormitorios | 4 baños | 198 m² útiles;Panamá, Parque San Eugenio - Metro Ñuble, Ñuñoa;-33.45807220953084;-70.62554461096747;Panamá, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Se Vende 4d, 3b, Jardín Formado, Piscina, Quincho En Ñuñoa;15950;CLF;4 dormitorios;3 baños;250 m² útiles;4 dormitorios | 3 baños | 250 m² útiles;Gral. Gorostiaga, Ñuñoa, Parque Botánico, Ñuñoa;-33.44907455;-70.58296939742081;Gral. Gorostiaga, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta De 3 Dorm. En Ñuñoa;19500;CLF;3 dormitorios;2 baños;174 m² útiles;3 dormitorios | 2 baños | 174 m² útiles;Santa Julia Con Alcalde Eduardo Castillo Velazco, Parque Juan XXIII, Ñuñoa;-33.45914161661513;-70.5969709363368;Santa Julia Con Alcalde Eduardo Castillo Velazco, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta En Pdte. Madero, Ñuñoa Con Terraza;18700;CLF;9 dormitorios;7 baños;300 m² útiles;9 dormitorios | 7 baños | 300 m² útiles;Gral. Miranda 2180, Ñuñoa, Estadio Nacional, Ñuñoa;-33.4526378;-70.6207079;Gral. Miranda 2180, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;465000000;CLP;5 dormitorios;4 baños;214 m² útiles;5 dormitorios | 4 baños | 214 m² útiles;En Venta Casa Aislada Con 2°Piso En Av. Irarrázaval Con Campos De Deportes, Metro Monseñor Eyzaguirre, Ñuñoa;7.89089875;-72.500958988094;En Venta Casa Aislada Con 2°Piso En Av. Irarrázaval Con Campos De Deportes, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Townhouse En Sector Con Mucha Vida De Barrio;12000;CLF;4 dormitorios;3 baños;130 m² útiles;4 dormitorios | 3 baños | 130 m² útiles;Diego De Almagro, Ñuñoa;-33.437405014150755;-70.58081502848258;Diego De Almagro, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Terreno Para Desarrollo Inmobiliario;16550;CLF;5 dormitorios;2 baños;142 m² útiles;5 dormitorios | 2 baños | 142 m² útiles;Exequiel Fernandez, 1200 - 1500, Estadio Nacional, Ñuñoa;-33.47254822682722;-70.60123147870799;Exequiel Fernandez, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Mujica Id: 150414;12000;CLF;5 dormitorios;3 baños;240 m² útiles;5 dormitorios | 3 baños | 240 m² útiles;Mujica, Metro Irarrázaval, Ñuñoa;-33.453659349999995;-70.61446131414799;Mujica, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta En Ñuñoa En Hamburgo 585, Ñuñoa, Santiago;8900;CLF;4 dormitorios;3 baños;93 m² útiles;4 dormitorios | 3 baños | 93 m² útiles;Hamburgo 585, Ñuñoa, Santiago, Plaza Egaña, Ñuñoa;-33.448644;-70.5766282;Hamburgo 585, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta De 3 Dorm. En Ñuñoa;65000000;CLP;3 dormitorios;1 baño;68 m² útiles;3 dormitorios | 1 baño | 68 m² útiles;Casa De 1 Piso En Guillermo Mann Con Lo Encalada, Estadio Nacional, Ñuñoa;-33.4709046;-70.6208963;Casa De 1 Piso En Guillermo Mann Con Lo Encalada, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta En Ñuñoa;220000000;CLP;;;;;Casa 2 Pisos A Pasos De Estación Metro Simón Bolivar, Metro Simón Bolivar, Ñuñoa;-33.4480473;-70.5803816;Casa 2 Pisos A Pasos De Estación Simón Bolivar, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Clásica Propiedad Ñuñoína Para Remodelar.;18100;CLF;6 dormitorios;2 baños;240 m² útiles;6 dormitorios | 2 baños | 240 m² útiles;Hamburgo, Plaza Egaña, Ñuñoa;-33.44361188216571;-70.57737224920743;Hamburgo, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Amplia Casa En Barrio Residencial;12500;CLF;4 dormitorios;3 baños;173 m² útiles;4 dormitorios | 3 baños | 173 m² útiles;Villaseca , Ñuñoa, Región Metropolitana, Chile, Metro Ñuñoa, Ñuñoa;-33.4541894;-70.604972;Villaseca, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Clásica Casa Ñuñoína/3d + Servicio;10990;CLF;4 dormitorios;2 baños;146 m² útiles;4 dormitorios | 2 baños | 146 m² útiles;Juan Moya, Parque Juan XXIII, Ñuñoa;-33.468029349999995;-70.58935099135456;Juan Moya, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Antigua/fachada Continua;9990;CLF;4 dormitorios;2 baños;156 m² útiles;4 dormitorios | 2 baños | 156 m² útiles;Alcalde Eduardo Castillo Velasco, Metro Monseñor Eyzaguirre, Ñuñoa;-33.45914161661513;-70.5969709363368;Alcalde Eduardo Castillo Velasco, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Se Vende Casa Familiar 4d/3b Con Piscina - Parque Botánico;15950;CLF;4 dormitorios;3 baños;250 m² útiles;4 dormitorios | 3 baños | 250 m² útiles;Parque Botánico, Ñuñoa;-33.445463849999996;-70.58641610962994;Parque Botánico, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa 4d+ Servicios/sector Residencial Tranquilo;15950;CLF;5 dormitorios;4 baños;190 m² útiles;5 dormitorios | 4 baños | 190 m² útiles;Garcia Moreno, Parque Botánico, Ñuñoa;-33.4439201181191;-70.58895604004348;Garcia Moreno, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta En Metro Monseñor Eyzaguirre Con Piscina;12500;CLF;3 dormitorios;2 baños;199 m² útiles;3 dormitorios | 2 baños | 199 m² útiles;Avenida Simón Bolívar, Metro Monseñor Eyzaguirre, Ñuñoa;-33.449840294596555;-70.60168321897282;Avenida Simón Bolívar, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta En Ñuñoa;19450;CLF;6 dormitorios;3 baños;213 m² útiles;6 dormitorios | 3 baños | 213 m² útiles;Los Talaveras N°, Parque Juan XXIII, Ñuñoa;-33.45740653814835;-70.59105614184095;Los Talaveras N°, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Clásica Casa Ñuñoína Sector Oriente;16900;CLF;4 dormitorios;3 baños;153 m² útiles;4 dormitorios | 3 baños | 153 m² útiles;Juan Francisco Gonzalez, Metro Simón Bolivar, Ñuñoa;-33.44855085126692;-70.57969450334814;Juan Francisco Gonzalez, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa Para Remodelar/amplio Patio;12000;CLF;2 dormitorios;1 baño;120 m² útiles;2 dormitorios | 1 baño | 120 m² útiles;Ñuñoa;-33.4543164;-70.5936358;Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Pasaje, Cercana A Plaza Ñuñoa;14500;CLF;4 dormitorios;2 baños;283 m² útiles;4 dormitorios | 2 baños | 283 m² útiles;José Ignacio Vergara , Ñuñoa, Santiago, Región Metropolitana, Chile, Plaza Ñuñoa, Ñuñoa;-33.457772284084;-70.5939687559022;José Ignacio Vergara, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta En Matta Oriente Con Jardín;11000;CLF;10 dormitorios;10 baños;584 m² útiles;10 dormitorios | 10 baños | 584 m² útiles;Matta Oriente  -, Metro Irarrázaval, Ñuñoa;-33.45465332192227;-70.62340300804964;Matta Oriente -, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Oportunidad! Casa Para Inversión.;10500;CLF;9 dormitorios;8 baños;415 m² útiles;9 dormitorios | 8 baños | 415 m² útiles;Matta Oriente, Metro Irarrázaval, Ñuñoa;-33.45465332192227;-70.62340300804964;Matta Oriente, Ñuñoa, Santiago, Chile
2025-11-29 18:09:51;Ñuñoa;casa;Casa En Venta En Parque Botánico Ñuñoa;16400;CLF;5 dormitorios;3 baños;350 m² útiles;5 dormitorios | 3 baños | 350 m² útiles;Montenegro, Parque Botánico, Ñuñoa;-33.4511267;-70.5863251;Montenegro, Ñuñoa, Santiago, Chile
2025-11-29 18:10:52;Ñuñoa;casa;Amplia Casa Sector Residencial;15900;CLF;3 dormitorios;2 baños;125 m² útiles;3 dormitorios | 2 baños | 125 m² útiles;Brown Norte, Plaza Ñuñoa, Ñuñoa;-33.44975869872577;-70.59149543116202;Brown Norte, Ñuñoa, Santiago, Chile
2025-11-29 18:10:52;Ñuñoa;casa;Amplia Casa Sector Simon Bolivar;10800;CLF;4 dormitorios;2 baños;148 m² útiles;4 dormitorios | 2 baños | 148 m² útiles;Av Ossa, Plaza Egaña, Ñuñoa;-33.44370141140581;-70.57245476443998;Av Ossa, Ñuñoa, Santiago, Chile
2025-11-29 18:10:52;Ñuñoa;casa;Casa En Pasaje 3d-2b / Sector Residencial.;6550;CLF;3 dormitorios;2 baños;91 m² útiles;3 dormitorios | 2 baños | 91 m² útiles;Metro Ñuñoa, Ñuñoa;-33.4543164;-70.5936358;Ñuñoa, Ñuñoa, Santiago, Chile
2025-11-29 18:11:34;Ñuñoa;casa;Venta, Ñuñoa, Propiedad 525 Mts2;15400;CLF;;;525 m² útiles;525 m² útiles;Natalio Stein, 1 - 300, Metro Simón Bolivar, Ñuñoa;-33.44377024978417;-70.57678175001037;Natalio Stein, Ñuñoa, Santiago, Chile
2025-11-29 18:11:34;Ñuñoa;casa;Casa 2 Pisos, Venta, 4d, 3b, 3e. Ñuñoa;15950;CLF;4 dormitorios;3 baños;170 m² útiles;4 dormitorios | 3 baños | 170 m² útiles;General Gorostiaga, 1 - 300, Parque Botánico, Ñuñoa;-33.443642546252875;-70.58220565058231;General Gorostiaga, Ñuñoa, Santiago, Chile
